Customer_ID,Product_Description,Product_Category,Quantity,Unit_Price,Delivery_Charges,Coupon,Discount_Rate
15039,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,199.0,8.7,,30.0
15525,Google Laptop and Cell Phone Stickers,Office,1,2.05,6.5,,10.0
12553,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6.0,,
14527,Satin Black Ballpoint Pen,Office,60,9.6,53.72,,20.0
13742,Google Youth Short Sleeve Tee Red,Apparel,1,15.19,6.0,,
17068,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1,52.49,6.5,,30.0
14796,Red Shine 15 oz Mug,Drinkware,2,10.39,6.5,EXTRA30,
12417,Google Sunglasses,Lifestyle,1,2.8,6.0,,10.0
16718,Google Stretch Fit Hat M/L Navy,Headgear,1,21.99,6.5,,20.0
17243,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,,20.0
15301,Nest Protect Smoke + CO Black Wired Alarm-USA,Nest-USA,2,79.0,6.5,,30.0
14428,Google Women's Scoop Neck Tee Black,Apparel,1,4.8,12.99,,
15039,Google Metallic Notebook Set,Office,20,4.88,25.37,,30.0
13694,Recycled Paper Journal Set,Office,6,3.19,24.37,OFF30,
14646,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC10,10.0
13468,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,17.49,6.0,,
12956,Nest Thermostat E - USA,Nest,1,100.91,19.99,,30.0
17682,Color Changing Grip Pen,Office,5,1.5,61.13,,30.0
15058,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,151.88,6.5,,
13050,Bottle Opener Clip,Drinkware,1,3.5,14.41,,30.0
14606,1 oz Hand Sanitizer,Lifestyle,100,1.99,6.5,,20.0
16771,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2,151.88,6.5,,
18095,YouTube Men's Vintage Henley,Apparel,1,15.0,12.99,,20.0
15192,YouTube Wool Heather Cap Heather/Black,Headgear,1,24.99,6.0,,
17965,Colored Pencil Set,Office,6,2.99,6.0,OFF10,
14088,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.0,,10.0
16303,Google Men's  Zip Hoodie,Apparel,1,44.79,6.0,,
18269,Android Men's 3/4 Sleeve Raglan Henley Black,Apparel,1,13.99,6.5,,
14796,Google Infant Zip Hood Pink,Apparel,1,30.39,6.5,,30.0
16222,Four Color Retractable Pen,Office,4,2.39,6.0,OFF10,10.0
14085,YouTube Onesie Heather,Apparel,2,19.19,6.5,,
18118,Android Sticker Sheet Ultra Removable,Office,1,2.99,6.0,,30.0
13155,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79.0,6.5,,30.0
14051,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,
14298,Android Wool Heather Cap Heather/Black,Headgear,1,17.49,6.0,,20.0
15950,Badge Holder,Office,75,1.99,6.0,,30.0
17341,Google 22 oz Water Bottle,Drinkware,15,2.99,6.5,EXTRA10,
13093,Nest Protect Smoke + CO White Battery Alarm - CA,Nest-Canada,3,104.0,8.7,,30.0
14502,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149.0,6.5,,
17460,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1,14.0,6.0,,10.0
14092,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.19,12.99,,
15339,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC10,
13102,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,119.0,6.0,,10.0
15998,Google Men's Vintage Badge Tee Black,Apparel,1,10.63,19.99,,20.0
14841,Google Men's Vintage Badge Tee Black,Apparel,1,10.63,12.99,,30.0
15503,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.0,,
16556,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79.0,6.0,,20.0
17450,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,13.59,6.0,,20.0
14577,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,19.99,6.0,SALE20,
15061,Foam Can and Bottle Cooler,Drinkware,12,1.59,6.5,,10.0
15482,Google Men's Vintage Badge Tee White,Apparel,1,10.63,12.99,,30.0
13162,Google Women's Scoop Neck Tee White,Apparel,1,4.8,6.0,,20.0
16016,Google 22 oz Water Bottle,Drinkware,2,2.99,6.5,,
13564,Spiral Notebook and Pen Set,Office,30,4.19,6.0,,10.0
17085,Google Baby Essentials Set,Apparel,1,27.19,6.0,,10.0
12836,Google Metallic Notebook Set,Office,1,6.11,6.0,,30.0
15867,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149.0,6.5,,20.0
13310,Nest Protect Smoke + CO White Battery Alarm - CA,Nest-Canada,1,104.0,8.7,,30.0
17463,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149.0,6.5,,
12916,Google Metallic Notebook Set,Office,1,4.79,30.0,,
18109,Google Blackout Cap,Headgear,1,10.63,6.0,HGEAR10,10.0
16473,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79.0,6.0,ELEC20,20.0
14092,Nest Secure Alarm System Starter Pack - USA,Nest,1,349.0,,,10.0
18125,25L Classic Rucksack,Backpacks,1,99.99,6.0,,
17214,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2,149.0,6.0,ELEC30,30.0
15044,20 oz Stainless Steel Insulated Tumbler,Drinkware,1,19.99,20.85,EXTRA10,10.0
12431,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,102.13,6.5,,10.0
14708,Google 25 oz Clear Stainless Steel Bottle,Google,13,11.19,354.0,,
16700,Google Men's Lightweight Microfleece Jacket Black,Apparel,1,59.99,6.5,,10.0
14057,Google Metallic Notebook Set,Office,2,5.99,12.99,OFF20,20.0
12971,Android 17oz Stainless Steel Sport Bottle,Drinkware,1,10.63,6.0,EXTRA10,10.0
17337,Nest Thermostat E - USA,Nest,1,100.91,6.5,NE30,30.0
15061,Google Women's Short Sleeve Hero Tee Grey,Apparel,1,4.08,6.0,,20.0
17284,Google Women's Short Sleeve Hero Tee Grey,Apparel,1,4.08,6.0,,
12748,Google Twill Cap,Apparel,4,8.79,6.5,,20.0
16503,YouTube Men's Short Sleeve Hero Tee White,Apparel,5,13.59,12.48,,
14665,Google Tee Green,Apparel,20,17.93,37.51,SALE30,30.0
15061,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,256.88,6.5,,10.0
13495,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,2,15.19,12.48,,
15579,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3,149.0,6.5,,20.0
12971,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1,14.0,6.0,,10.0
17611,22 oz YouTube Bottle Infuser,Bottles,15,2.0,22.29,,
14156,Windup Android,Lifestyle,1,3.99,6.0,,30.0
16891,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,249.0,6.5,ELEC20,
12748,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.5,,
17303,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119.0,6.0,,
17967,Spiral Notebook and Pen Set,Office,10,5.99,6.5,OFF20,20.0
14713,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,10.0
17027,Google Women's Short Sleeve Hero Tee Heather,Apparel,1,15.19,6.0,SALE20,20.0
12476,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149.0,6.5,,20.0
14606,Google Men's Performance Full Zip Jacket Black,Apparel,1,48.0,6.0,SALE20,20.0
15532,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,19.99,ELEC30,30.0
15781,Google Trike Tee Black,Apparel,1,16.3,6.5,SALE30,
13963,YouTube Leatherette Notebook Combo,Office,1,,49.73,,30.0
13267,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.19,6.0,,20.0
15808,Crunch Noise Dog Toy,Lifestyle,1,2.79,6.0,EXTRA10,10.0
16442,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149.0,6.0,ELEC20,
15514,22 oz YouTube Bottle Infuser,Bottles,1,4.99,6.0,,20.0
15380,YouTube Men's Fleece Hoodie Black,Apparel,7,44.79,16.47,,10.0
14321,Nest Cam Outdoor Security Camera - USA,Nest-USA,5,119.0,12.99,,
12753,Google Sunglasses,Lifestyle,5,2.8,24.56,EXTRA20,
17591,Google Twill Cap,Apparel,1,10.99,6.5,,30.0
12471,Google Sunglasses,Lifestyle,10,2.8,6.0,,30.0
17917,1 oz Hand Sanitizer,Lifestyle,4,1.99,6.0,,
16218,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,81.5,6.5,ELEC10,10.0
14309,Google Tee Green,Apparel,1,17.93,6.5,,
16011,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1,16.99,6.5,SALE10,
17017,Google Trucker Hat,Headgear,1,18.15,6.5,HGEAR10,10.0
14083,Sport Bag,Bags,1,3.99,28.78,,20.0
14549,Nest Cam Indoor Security Camera - USA,Nest-USA,2,121.3,6.5,ELEC30,30.0
16676,Google Blackout Cap,Headgear,1,10.63,6.0,,10.0
17315,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,,
12625,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,,10.0
17850,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,,
16735,Google 17oz Stainless Steel Sport Bottle,Drinkware,1,18.99,6.0,,20.0
16725,22 oz YouTube Bottle Infuser,Bottles,30,3.99,41.18,,10.0
15512,Google Men's Quilted Insulated Vest Black,Apparel,1,59.99,6.0,,30.0
12471,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,13.59,6.0,SALE30,
16161,Google Sunglasses,Lifestyle,5,2.8,24.49,,30.0
14051,Google Twill Cap,Apparel,1,10.99,6.5,,
12748,Android Youth Short Sleeve T-shirt Aqua,Apparel,1,13.29,6.0,,10.0
13742,1 oz Hand Sanitizer,Lifestyle,25,1.99,6.0,EXTRA10,
15365,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC20,20.0
14502,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,12.99,ELEC20,20.0
13240,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,,10.0
12539,Waze Dress Socks,Waze,1,8.99,6.0,,
12567,Google 22 oz Water Bottle,Drinkware,1,2.44,6.5,,30.0
15038,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.5,ELEC20,20.0
18145,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.5,,
14911,Recycled Paper Journal Set,Office,15,3.19,35.3,,
13569,26 oz Double Wall Insulated Bottle,Drinkware,1,24.99,6.5,EXTRA30,30.0
13319,Google Men's Vintage Badge Tee White,Apparel,1,10.63,6.5,SALE10,10.0
14505,Google Women's Yoga Pants,Apparel,1,55.43,6.0,SALE20,20.0
14606,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3,149.0,6.0,,
13534,Sport Bag,Bags,1,4.99,6.0,,20.0
16726,Leatherette Journal,Office,10,8.79,21.71,,20.0
16618,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.0,ELEC10,10.0
17377,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,ELEC10,10.0
16222,Google Women's Short Sleeve Hero Tee Grey,Apparel,1,4.25,6.0,SALE10,10.0
14457,YouTube Tee Black,Apparel,10,17.93,37.51,SALE30,30.0
17463,Google Women's Short Sleeve Hero Tee White,Apparel,1,9.51,6.5,SALE20,20.0
15034,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,15.19,6.0,SALE10,10.0
17634,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,1,13.99,6.0,SALE10,10.0
17068,Google Women's Short Sleeve Hero Tee Grey,Apparel,1,4.08,6.0,SALE20,20.0
14911,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,30.0
17041,Google 22 oz Water Bottle,Drinkware,5,2.99,6.0,,
15034,Nest Cam Outdoor Security Camera - USA,Nest-USA,5,119.0,6.0,ELEC10,
17293,Google Rucksack,Bags,1,55.99,6.0,AIO20,20.0
12578,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC20,20.0
15093,YouTube Custom Decals,Office,1,1.99,6.0,,
14334,Google Women's Softshell Jacket Black/Grey,Apparel,1,86.39,19.99,SALE10,
16539,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,1,20.62,6.5,SALE10,10.0
17340,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,2,11.19,15.37,,
17827,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,19.99,ELEC10,10.0
12676,Nest Thermostat E - USA,Nest,1,100.91,6.5,,30.0
14524,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,
17890,Google Women's Scoop Neck Tee Black,Apparel,3,6.0,12.99,,10.0
17337,Nest Cam IQ - USA,Nest,1,202.84,6.5,,
16814,Google Sunglasses,Lifestyle,2,2.8,6.0,EXTRA20,20.0
15708,Google Women's 1/4 Zip Performance Pullover Black,Apparel,1,26.0,6.0,,20.0
13069,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,
17511,Google 22 oz Water Bottle,Drinkware,13,2.99,50.0,EXTRA30,30.0
17095,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,
14243,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149.0,6.5,,10.0
16904,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.5,,30.0
15640,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,2,14.02,57.74,,10.0
14723,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,13.99,6.0,SALE30,30.0
18161,Google Men's Vintage Badge Tee Black,Apparel,1,7.6,12.99,,
13081,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,
15680,Windup Android,Lifestyle,1,3.19,6.5,EXTRA10,10.0
12748,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,1,15.99,15.75,,
12726,Waze Mobile Phone Vent Mount,Waze,1,5.59,6.0,,20.0
15192,Google Toddler Short Sleeve Tee White,Apparel,1,13.59,12.99,,10.0
13838,Ballpoint Stick Pen 4 Pack,Office,10,3.19,6.5,OFF20,20.0
12476,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,79.0,6.5,,
15179,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149.0,6.0,,
15311,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,4.33,6.0,,
18176,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119.0,6.0,,
13758,Google Men's Skater Tee Grey,Apparel,,11.19,20.85,,10.0
15628,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,61.59,6.5,,30.0
16725,Google 17 oz Double Wall Stainless Steel Insulated Bottle,Google,1,24.99,6.0,,
12480,Google Luggage Tag,Fun,1,3.6,6.0,,
17999,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1,41.99,6.5,,10.0
14565,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,12.99,,
12724,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,
16110,Google Laptop and Cell Phone Stickers,Office,2,3.05,6.0,OFF30,30.0
18118,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,24.47,SALE20,20.0
13767,Red Shine 15 oz Mug,Drinkware,4,12.99,6.0,EXTRA20,
14572,Nest Thermostat E - USA,Nest,2,99.0,6.0,,30.0
15696,Google Sunglasses,Lifestyle,1,3.5,6.0,,20.0
17368,Nest Thermostat E - USA,Nest,2,99.0,6.0,,10.0
17431,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,79.0,6.5,,20.0
14040,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Apparel,1,3.8,6.5,SALE20,20.0
13599,YouTube Leatherette Notebook Combo,Office,1,5.59,6.5,,30.0
17220,Nest Thermostat E - USA,Nest,1,99.0,6.5,,20.0
17757,Android Sticker Sheet Ultra Removable,Office,3,2.47,99.55,OFF10,10.0
17673,Gift Card- $100.00,Gift Cards,1,100.0,?,,10.0
16767,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC20,20.0
17082,Google Sunglasses,Lifestyle,1,2.8,6.0,,
16218,Engraved Ceramic Google Mug,Drinkware,2,7.42,6.5,EXTRA10,
13999,Google Men's Long & Lean Tee Grey,Apparel,1,8.0,6.0,,
12501,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,79.0,6.0,ELEC20,20.0
15311,Collapsible Shopping Bag,Bags,1,3.99,6.0,,20.0
14229,Google Sunglasses,Lifestyle,2,2.8,6.0,EXTRA20,
17841,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,14.02,62.74,,10.0
14130,Google 17oz Stainless Steel Sport Bottle,Drinkware,1,16.79,26.43,,10.0
17841,Google Stylus Pen w/ LED Light,Office,8,5.5,6.0,OFF10,
17337,Google Thermal Bottle Red,Drinkware,1,24.45,6.0,,30.0
16033,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1,16.5,6.0,SALE30,30.0
13715,23 oz Wide Mouth Sport Bottle,Drinkware,3,8.79,12.48,,10.0
12668,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.5,,20.0
14665,Google Tee Green,Apparel,25,17.93,37.51,SALE30,30.0
17377,Android Men's  Zip Hoodie,Apparel,1,44.79,6.5,,10.0
16016,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.5,,10.0
17314,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,151.88,6.5,ELEC30,30.0
15894,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.5,,20.0
15983,Google Men's Pullover Hoodie Grey,Apparel,1,42.91,6.5,SALE10,10.0
12748,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.5,ELEC20,
16033,Google Baby Essentials Set,Apparel,4,33.99,6.0,,20.0
13093,Google Sunglasses,Lifestyle,2,3.5,6.0,,30.0
17191,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1,19.99,6.5,,30.0
16748,Google 17oz Stainless Steel Sport Bottle,Drinkware,10,16.79,40.25,,20.0
13715,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,2,10.63,12.48,,10.0
17291,Nest Cam Indoor Security Camera - USA,Nest-USA,1,121.3,6.5,,30.0
17293,Nest Thermostat E - USA,Nest,1,100.91,6.5,NE30,
17338,YouTube Custom Decals,Office,7,1.59,6.0,,
12744,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119.0,12.99,,
14606,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,6.0,SALE30,
15532,Nest Cam Outdoor Security Camera - CA,Nest-Canada,1,149.0,8.7,,30.0
15574,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,,10.0
14606,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,,
15719,Nest Detect - USA,Nest,3,49.95,6.5,NE30,30.0
14549,YouTube Tee Black,Apparel,5,17.93,21.29,,30.0
14702,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,1,22.0,6.0,SALE20,20.0
15544,Google Doodle Decal,Office,2,3.08,6.5,,10.0
17591,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,?,79.0,6.5,,
17213,Google Sunglasses,Lifestyle,1,2.8,6.0,,20.0
15061,YouTube Men's Fleece Hoodie Black,Apparel,1,46.21,6.5,,10.0
14088,Google Women's Short Sleeve Badge Tee Grey,Apparel,10,5.1,6.0,,
17802,Electronics Accessory Pouch,Bags,1,4.12,?,AIO10,10.0
14085,Google 17 oz Double Wall Stainless Steel Insulated Bottle,Google,2,13.99,6.0,,
16523,Nest Cam IQ - USA,Nest,1,199.0,6.0,NE20,20.0
15680,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119.0,6.5,,10.0
16110,Google Trike Tee Black,Apparel,1,16.3,6.5,,30.0
13458,Google 22 oz Water Bottle,Drinkware,1,2.39,6.0,,30.0
17850,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,17.53,6.5,SALE10,10.0
12625,Google Laptop and Cell Phone Stickers,Office,1,3.05,6.0,,30.0
17591,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1,16.99,6.5,SALE30,
14099,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149.0,6.0,,30.0
15194,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC30,30.0
16955,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79.0,6.0,,20.0
13081,Google Women's Scoop Neck Tee Black,Apparel,2,6.0,6.0,,10.0
12748,Recycled Paper Journal Set,Office,10,3.19,37.83,,30.0
17198,Keyboard DOT Sticker,Office,30,1.2,56.32,,10.0
16779,Google Men's Vintage Badge Tee White,Apparel,2,5.7,6.0,,20.0
16393,Google Toddler Hoodie Royal Blue,Apparel,1,31.99,6.51,SALE20,
17591,Android Sticker Sheet Ultra Removable,Office,3,2.39,24.37,,30.0
15107,Google Women's Tee Grey,Apparel,1,9.6,6.0,,20.0
17850,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,ELEC10,10.0
17965,Google Men's Quilted Insulated Vest Black,Apparel,1,18.75,6.0,,20.0
13113,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,80.52,19.99,,30.0
13047,Color Changing Grip Pen,Office,3,1.55,6.5,,10.0
15159,8 pc Android Sticker Sheet,Office,2,1.99,6.0,,20.0
17771,Google Toddler Short Sleeve Tee Red,Apparel,1,13.59,6.0,,30.0
12748,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1,11.19,6.0,,30.0
12725,Google Hard Cover Journal,Notebooks & Journals,2,11.99,6.5,NJ20,20.0
15640,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,2,18.99,6.0,,10.0
15271,Google Men's  Zip Hoodie,Apparel,1,55.99,6.0,SALE10,10.0
14161,Google Sunglasses,Lifestyle,4,1.99,6.51,EXTRA20,20.0
12744,Maze Pen,Office,5,0.99,6.0,,
17880,YouTube Women's Fleece Hoodie Black,Apparel,1,31.35,12.91,,10.0
13798,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,16.99,19.99,,20.0
13782,Google Women's Short Sleeve Badge Tee Grey,Apparel,1,4.08,6.0,,30.0
15044,Google Youth Short Sleeve T-shirt Green,Apparel,1,10.63,6.0,SALE30,30.0
13230,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149.0,12.99,,10.0
13488,Windup Android,Lifestyle,44,3.99,6.5,,
15033,Google Pet Feeding Mat,Lifestyle,3,1.68,43.31,,30.0
13097,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,12.99,SALE10,
16241,Google Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1,34.99,6.5,,20.0
17976,Ballpoint LED Light Pen,Office,8,2.06,41.3,OFF10,
14524,Google Women's Vintage Hero Tee Platinum,Apparel,1,10.63,6.0,,20.0
13458,Google 22 oz Water Bottle,Drinkware,2,2.99,6.0,,10.0
12793,Google Women's Short Sleeve Hero Tee Heather,Apparel,1,15.19,12.99,,20.0
18077,Google Rucksack,Bags,1,69.99,6.0,,30.0
18011,20 oz Stainless Steel Insulated Tumbler,Drinkware,1,25.78,6.5,,10.0
14060,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,44.0,6.0,,20.0
15044,Google Women's Short Sleeve Performance Tee Charcoal,Apparel,1,30.79,6.0,SALE20,
15291,Google Blackout Cap,Headgear,20,13.29,6.0,,
18219,Android Men's 3/4 Sleeve Raglan Henley Black,Apparel,1,24.99,6.5,,
15727,Four Color Retractable Pen,Office,5,2.39,6.0,,30.0
12947,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,122.77,6.5,,10.0
17722,Windup Android,Lifestyle,4,3.99,6.0,EXTRA30,30.0
12652,Nest Cam IQ - USA,Nest,1,199.0,12.99,,20.0
14085,Google Sunglasses,Lifestyle,5,2.8,6.0,EXTRA20,
12577,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.0,ELEC30,30.0
13488,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149.0,6.5,ELEC30,30.0
14646,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.0,,20.0
15867,Yoga Mat Blue,Lifestyle,1,11.5,6.0,,20.0
15967,Google Alpine Style Backpack,Bags,1,79.99,6.0,,
12748,Gel Roller Pen,Office,100,2.8,27.62,,10.0
17231,Keyboard DOT Sticker,Office,1,1.5,6.0,,30.0
17888,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,4,13.59,12.48,,
14329,Galaxy Screen Cleaning Cloth,Office,1,1.99,6.0,,30.0
16814,Red Shine 15 oz Mug,Drinkware,1,12.99,6.5,,20.0
12668,Nest Thermostat E - USA,Nest,1,99.0,6.5,,20.0
15856,Google Men's Vintage Badge Tee Sage,Apparel,1,4.56,6.0,SALE10,
12935,Google Women's Quilted Insulated Vest White,Apparel,2,37.49,324.0,,10.0
16833,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1,10.63,6.0,,20.0
15033,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.0,,30.0
17364,Android Lifted Men's Short Sleeve Tee Blue,Apparel,1,15.99,6.0,,20.0
17338,Android Men's Short Sleeve Hero Tee Heather,Apparel,1,10.63,6.0,,20.0
17591,Colored Pencil Set,Office,2,2.39,24.37,,30.0
12539,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.0,,20.0
16110,Google Protector Tee Navy,Apparel,1,16.3,6.5,SALE30,30.0
12539,Google Men's Long & Lean Tee Charcoal,Apparel,1,6.0,6.0,,
13408,Google Women's Tee Grey,Apparel,1,17.59,6.5,SALE20,20.0
17126,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119.0,6.0,,
14911,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6.0,,10.0
12451,Google Metallic Notebook Set,Office,15,4.79,13.38,,
13725,Google Women's Tee Grey,Apparel,1,22.41,6.0,,30.0
13802,Maze Pen,Office,2,1.01,20.0,,
14606,YouTube Men's Short Sleeve Hero Tee White,Apparel,1,11.89,6.0,,10.0
15296,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Apparel,1,26.0,6.0,,30.0
12471,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,ELEC30,
18055,Google Men's  Zip Hoodie,Apparel,1,55.99,6.5,,
15570,Engraved Ceramic Google Mug,Drinkware,5,7.19,12.76,EXTRA20,
17338,Google Hard Cover Journal,Notebooks & Journals,1,11.99,6.0,,20.0
14688,25L Classic Rucksack,Backpacks,1,103.15,6.5,,
