,Customer_ID,Age,Gender,Marital Status,Occupation,Monthly Income,Education,Location,Product_Description,Product_Category,Quantity,Unit_Price,Delivery_Charges,Coupon,Discount_Rate
359,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Women's Vintage Hero Tee White,Apparel,1.0,10.63,6.0,,10.0
360,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,YouTube 3 lines Tee Grey,Apparel,41.0,21.87,6.0,,30.0
361,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,8 pc Android Sticker Sheet,Office,1.0,1.59,6.0,OFF10,10.0
362,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Thermal Bottle Blue,Drinkware,1.0,19.56,6.5,EXTRA30,
363,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,55.0,106.0,SALE20,20.0
364,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1.0,15.99,6.0,,20.0
365,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Foam Can and Bottle Cooler,Drinkware,4.0,1.59,11.1,,30.0
366,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,79.0,12.99,ELEC10,
367,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,17.59,15.75,SALE30,
368,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,YouTube Tee Black,Apparel,41.0,21.87,6.0,SALE30,30.0
369,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,30.0
370,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Badge Holder,Office,1.0,1.99,6.0,OFF20,20.0
371,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Twill Cap,Apparel,1.0,8.79,6.5,,30.0
372,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Leatherette Journal,Office,2.0,8.79,6.5,,30.0
373,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Android Men's Vintage Tank,Apparel,1.0,8.4,6.0,,
374,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Android Men's Short Sleeve Hero Tee Heather,Apparel,1.0,5.7,6.0,SALE10,10.0
375,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Stylus Pen w/ LED Light,Office,1.0,5.5,6.5,,
376,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Emoji Sticker Pack,Accessories,1.0,5.09,6.0,,
377,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Women's Performance Full Zip Jacket Black,Apparel,1.0,30.0,6.0,,10.0
378,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,,30.0
379,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,19.99,,10.0
380,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Onesie Green,Apparel,1.0,19.19,6.0,SALE30,30.0
381,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,1 oz Hand Sanitizer,Lifestyle,100.0,1.99,6.5,,20.0
382,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Men's Performance Full Zip Jacket Black,Apparel,1.0,48.0,6.0,SALE20,20.0
383,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,149.0,6.0,,
384,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.19,6.0,SALE30,
385,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,,
386,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,YouTube Men's Short Sleeve Hero Tee White,Apparel,1.0,11.89,6.0,,10.0
387,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Gift Card- $100.00,Gift Cards,1.0,100.0,0.0,GC10,10.0
388,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1.0,28.54,6.5,,
389,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,,10.0
390,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,10.0
391,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,,30.0
392,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Women's Vintage Hero Tee Lavender,Apparel,28.0,7.6,26.84,SALE30,30.0
393,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Women's Vintage Hero Tee Black,Apparel,1.0,4.56,6.0,,
394,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Laptop Backpack,Bags,1.0,79.99,6.0,,30.0
395,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Women's Short Sleeve Hero Tee Grey,Apparel,1.0,4.08,6.5,,10.0
396,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Kick Ball,Lifestyle,5.0,3.8349242424242425,12.48,,30.0
397,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,18.99,6.5,,30.0
398,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Android RFID Journal,Notebooks & Journals,3.0,4.8,6.0,,30.0
399,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Android Large Removable Sticker Sheet,Accessories,1.0,3.05,6.0,ACC30,30.0
400,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Women's Short Sleeve Hero Tee White,Apparel,2.0,3.47,6.5,SALE30,30.0
401,17507,17,M,Single,Student,0,High School,Cheyenne-Wyoming,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,,30.0
402,17507,17,M,Single,Student,0,High School,Cheyenne-Wyoming,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,,30.0
403,17507,17,M,Single,Student,0,High School,Cheyenne-Wyoming,Android Sticker Sheet Ultra Removable,Office,1.0,2.44,6.5,,
404,17507,17,M,Single,Student,0,High School,Cheyenne-Wyoming,Google Thermal Bottle Green,Drinkware,1.0,19.56,6.5,,30.0
405,17507,17,M,Single,Student,0,High School,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,ELEC30,30.0
406,15738,26,F,Single,Employee,1,Post Graduate,Des Moines-Iowa,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1.0,8.24,6.5,,10.0
407,15738,26,F,Single,Employee,1,Post Graduate,Des Moines-Iowa,Reusable Shopping Bag,Bags,3.0,3.61,6.5,AIO10,10.0
408,12662,44,F,Married,Employee,3,Graduate,Memphis-Tennessee,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,ELEC10,
409,12662,44,F,Married,Employee,3,Graduate,Memphis-Tennessee,Waze Mobile Phone Vent Mount,Waze,6.0,5.7,12.99,WEMP30,
410,14865,36,M,Single,Employee,3,Post Graduate,Fargo-North Dakota,Badge Holder,Office,1.0,1.64,6.5,,10.0
411,13491,19,M,Single,Student,0,Undergrad,Spokane-Washington,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,80.52,19.99,,
412,13491,19,M,Single,Student,0,Undergrad,Spokane-Washington,SPF-15 Slim & Slender Lip Balm,Housewares,14.0,1.4,34.94,,
413,15203,30,F,Single,Employee,3,Post Graduate,Cheyenne-Wyoming,Google Twill Cap,Apparel,4.0,8.96,6.5,,30.0
414,15203,30,F,Single,Employee,3,Post Graduate,Cheyenne-Wyoming,Google Women's Tee Grey,Apparel,1.0,17.93,6.5,,30.0
415,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,79.0,7.115924686192469,,30.0
416,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Google Alpine Style Backpack,Bags,1.0,101.92,6.0,,30.0
417,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Google Men's  Zip Hoodie,Apparel,1.0,55.99,6.0,,20.0
418,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Google Men's Short Sleeve Hero Tee Light Blue,Apparel,1.0,18.99,6.5,SALE30,30.0
419,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,30.0
420,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC30,30.0
421,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Maze Pen,Office,200.0,0.79,26.2,OFF30,30.0
422,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,30.0
423,15194,38,M,Single,Employee,4,Graduate,Boise-Idaho,Android BTTF Moonshot Graphic Tee,Apparel,1.0,15.99,6.5,,
424,14233,17,F,Single,Student,0,High School,Tempe-Arizona,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,,
425,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Google Twill Cap,Apparel,1.0,8.96,6.5,,
426,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Google Women's Tee Grey,Apparel,1.0,22.41,10.993060317460317,SALE30,30.0
427,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Google Thermal Bottle Blue,Drinkware,2.0,19.56,12.91,,30.0
428,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Nest Detect - USA,Nest,2.0,49.95,12.99,,30.0
429,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Google Women's Short Sleeve Hero Tee Heather,Apparel,2.0,3.87,6.5,SALE30,30.0
430,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,NE30,30.0
431,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Nest Cam IQ - USA,Nest,1.0,202.84,6.5,,
432,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Google Thermal Bottle Red,Drinkware,1.0,24.45,6.0,,30.0
433,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Nest Cam IQ - USA,Nest,2.0,202.84,6.5,,30.0
434,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,80.52,6.5,,
435,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,8 pc Android Sticker Sheet,Office,4.0,1.62,12.48,OFF30,30.0
436,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,12.99,,30.0
437,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Google Thermal Bottle Yellow,Drinkware,1.0,24.45,75.0,,30.0
438,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,ELEC30,
439,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Google Stylus Pen w/ LED Light,Office,1.0,5.61,6.0,,
440,17337,31,F,Married,Self Employed,2,Post Graduate,Madison-Wisconsin,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,151.88,6.5,ELEC30,30.0
441,14625,60,M,Single,Employee,1,Post Graduate,Chicago-Illinois,Grip Highlighter Pen 3 Pack,Office,1.0,2.79,18.36,,
442,14625,60,M,Single,Employee,1,Post Graduate,Chicago-Illinois,Keyboard DOT Sticker,Office,1.0,1.2,6.0,,20.0
443,14625,60,M,Single,Employee,1,Post Graduate,Chicago-Illinois,Pen Pencil & Highlighter Set,Office,15.0,3.19,73.71,,20.0
444,14625,60,M,Single,Employee,1,Post Graduate,Chicago-Illinois,Spiral Notebook and Pen Set,Office,3.0,4.79,73.71,OFF20,20.0
445,14625,60,M,Single,Employee,1,Post Graduate,Chicago-Illinois,Google Doodle Decal,Office,1.0,2.39,18.36,,20.0
446,16156,37,F,Married,Housewife,3,Post Graduate,Memphis-Tennessee,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,,30.0
447,15093,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,YouTube Custom Decals,Office,1.0,1.99,6.0,,
448,15093,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,256.88,6.5,ELEC10,10.0
449,15093,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,17.53,6.5,,10.0
450,15093,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Google Women's Vintage Hero Tee Black,Apparel,2.0,5.7,50.0,,
451,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Google Infant Short Sleeve Tee White,Apparel,1.0,13.59,6.0,,10.0
452,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,,10.0
453,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,ELEC30,30.0
454,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Google Wool Heather Cap Heather/Navy,Headgear,1.0,20.62,6.5,,
455,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Waze Mobile Phone Vent Mount,Waze,10.0,5.7,13.38,,30.0
456,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,
457,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1.0,39.19,12.99,SALE10,10.0
458,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Google Metallic Notebook Set,Office,1.0,6.18,6.5,OFF10,10.0
459,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Android RFID Journal,Notebooks & Journals,1.0,6.0,6.0,NJ10,10.0
460,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Google Slim Utility Travel Bag,Bags,1.0,8.39,6.0,AIO10,10.0
461,18041,53,F,Married,Employee,3,Graduate,Toledo-Ohio,Google Men's Short Sleeve Performance Badge Tee Navy,Apparel,1.0,17.59,6.0,,10.0
462,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,20.0
463,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,15.19,19.99,SALE30,30.0
464,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.5,,
465,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.0,,30.0
466,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Sunglasses,Lifestyle,6.0,3.5,6.0,EXTRA10,
467,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,,
468,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Sunglasses,Lifestyle,2.0,2.89,62.74,EXTRA10,10.0
469,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5,6.5,,10.0
470,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Thermostat E - USA,Nest,5.0,99.0,19.02,,10.0
471,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google 22 oz Water Bottle,Drinkware,5.0,2.99,6.0,EXTRA30,30.0
472,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.5,SALE20,20.0
473,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC10,10.0
474,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Men's Vintage Badge Tee White,Apparel,1.0,10.63,19.99,,30.0
475,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Luggage Tag,Fun,2.0,3.6,6.0,,
476,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Luggage Tag,Fun,1.0,7.19,6.0,,
477,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,,
478,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,ELEC30,30.0
479,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,,
480,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Sunglasses,Lifestyle,2.0,2.89,62.74,,10.0
481,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Cam IQ - USA,Nest,1.0,199.0,6.0,,
482,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,13.59,12.99,SALE10,
483,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Women's Convertible Vest-Jacket Sea Foam Green,Apparel,1.0,23.76,6.0,SALE20,20.0
484,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,15.19,6.0,SALE20,20.0
485,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Stretch Fit Hat M/L Navy,Headgear,30.0,12.31,52.17,HGEAR10,10.0
486,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Android Large Removable Sticker Sheet,Accessories,3.0,2.39,6.5,ACC20,
487,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02,62.74,,10.0
488,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Stylus Pen w/ LED Light,Office,8.0,5.5,6.0,OFF10,
489,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,13.59,12.99,,10.0
490,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,13.59,6.5,,10.0
491,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,102.13,6.5,,10.0
492,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Tag - USA,Nest,1.0,20.39,6.5,NE30,30.0
493,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Men's Vintage Badge Tee White,Apparel,1.0,10.63,19.99,,30.0
494,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,,
495,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Youth Short Sleeve Tee White,Apparel,1.0,15.19,12.99,,
496,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,23 oz Wide Mouth Sport Bottle,Drinkware,1.0,8.79,6.0,EXTRA30,
497,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Collapsible Shopping Bag,Bags,2.0,4.99,6.5,AIO30,30.0
498,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,ELEC20,20.0
499,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,20.0
500,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Sport Bag,Bags,1.0,3.99,6.0,,30.0
501,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Hard Cover Journal,Notebooks & Journals,1.0,12.37,20.74,,10.0
502,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,,10.0
503,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,61.59,6.0,SALE30,30.0
504,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Metallic Notebook Set,Office,35.0,4.79,13.75,,30.0
505,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Women's Scoop Neck Tee Black,Apparel,1.0,4.8,6.0,,10.0
506,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,10.0
507,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Doodle Decal,Office,2.0,2.39,6.0,,
508,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Android Men's Long Sleeve Badge Crew Tee Heather,Apparel,1.0,19.59,6.0,,20.0
509,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,13.59,6.0,,30.0
510,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Leatherette Journal,Office,5.0,6.15,12.48,OFF20,20.0
511,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,10.0
512,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google 22 oz Water Bottle,Drinkware,5.0,2.99,6.5,EXTRA30,30.0
513,17841,33,F,Single,Employee,4,Graduate,Springfield-Illinois,Google 22 oz Water Bottle,Drinkware,40.0,2.99,6.0,EXTRA20,20.0
514,17377,63,F,Married,Housewife,2,Post Graduate,Des Moines-Iowa,Google Men's Vintage Badge Tee Black,Apparel,2.0,18.99,6.5,SALE10,10.0
515,17377,63,F,Married,Housewife,2,Post Graduate,Des Moines-Iowa,Pen Pencil & Highlighter Set,Office,2.0,3.99,6.5,,
516,17377,63,F,Married,Housewife,2,Post Graduate,Des Moines-Iowa,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,ELEC10,10.0
517,17377,63,F,Married,Housewife,2,Post Graduate,Des Moines-Iowa,Android Men's  Zip Hoodie,Apparel,1.0,44.79,6.5,,10.0
518,17377,63,F,Married,Housewife,2,Post Graduate,Des Moines-Iowa,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,,30.0
519,12947,26,M,Single,Employee,4,Post Graduate,Spokane-Washington,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,13.29,6.0,,20.0
520,12947,26,M,Single,Employee,4,Post Graduate,Spokane-Washington,Windup Android,Lifestyle,1.0,3.29,6.5,,10.0
521,12947,26,M,Single,Employee,4,Post Graduate,Spokane-Washington,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77,6.5,,10.0
522,12947,26,M,Single,Employee,4,Post Graduate,Spokane-Washington,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,,
523,12947,26,M,Single,Employee,4,Post Graduate,Spokane-Washington,Google Women's Vintage Hero Tee White,Apparel,2.0,18.99,12.99,SALE30,30.0
524,13668,55,M,Married,Employee,4,Ph.D,Madison-Wisconsin,YouTube Women's Short Sleeve Hero Tee Charcoal,Apparel,1.0,18.99,6.0,SALE20,20.0
525,13668,55,M,Married,Employee,4,Ph.D,Madison-Wisconsin,8 pc Android Sticker Sheet,Office,1.0,1.99,12.99,,
526,13668,55,M,Married,Employee,4,Ph.D,Madison-Wisconsin,YouTube Men's Long & Lean Tee Charcoal,Apparel,1.0,8.0,6.0,,20.0
527,13668,55,M,Married,Employee,4,Ph.D,Madison-Wisconsin,Nest Cam Indoor Security Camera - CA,Nest-Canada,1.0,149.0,8.7,NCA20,
528,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Waze Mobile Phone Vent Mount,Waze,2.0,5.7,6.5,WEMP30,30.0
529,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Google Sunglasses,Lifestyle,1.0,3.57,6.0,EXTRA30,30.0
530,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,,30.0
531,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,,30.0
532,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Google Tee Blue,Apparel,1.0,17.93,6.5,,30.0
533,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,,
534,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,2.0,6.93,6.5,,30.0
535,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Ballpoint LED Light Pen,Office,4.0,2.55,6.0,OFF30,30.0
536,15058,22,M,Single,Student,1,Graduate,Chicago-Illinois,Four Color Retractable Pen,Office,1.0,3.05,6.0,,
537,14829,45,M,Single,Employee,3,Post Graduate,Lubbock-Texas,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,ELEC10,10.0
538,14829,45,M,Single,Employee,3,Post Graduate,Lubbock-Texas,YouTube Twill Cap,Apparel,2.0,10.99,6.0,,
539,17920,61,M,Single,Self Employed,2,Post Graduate,Tempe-Arizona,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,10.0
540,17920,61,M,Single,Self Employed,2,Post Graduate,Tempe-Arizona,Google Trucker Hat,Headgear,1.0,18.15,6.5,,10.0
541,17920,61,M,Single,Self Employed,2,Post Graduate,Tempe-Arizona,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,79.0,6.5,ELEC30,30.0
542,17920,61,M,Single,Self Employed,2,Post Graduate,Tempe-Arizona,Google 25 oz Red Stainless Steel Bottle,Drinkware,1.0,11.54,6.5,EXTRA10,10.0
543,17920,61,M,Single,Self Employed,2,Post Graduate,Tempe-Arizona,Waterproof Backpack,Bags,1.0,82.52,6.5,AIO10,10.0
